,Title,Episodes,Average Score (Out of 100),Popularity,Is Adult,Country of Origin,Source,Genres,Start Date,End Date,Description,Season,Season Year,Duration,Type
1228,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,1.0,64.0,2215,False,JP,,"['Adventure', 'Comedy']",1/4/1989,1/4/1989,"Foiled repeatedly by the predictions of Interpol's supercomputer, professional looter Lupin the Third has settled down. His partner Jigen asks him to pull on last job: recover the Super Egg, a massive diamond hidden somewhere inside the Statue of Liberty. Suddenly a sinister secret organization and a young computer genius are thrown into the mix. And whose side is the buxom Fujiko on this time?
<br><br>
(Source: Discotek Media)",SPRING,1989.0,97.0,SPECIAL
1229,Lupin III: DEAD OR ALIVE,1.0,67.0,2729,False,JP,MANGA,"['Adventure', 'Comedy']",20/4/1996,20/4/1996,"Lupin, Goemon, and Jigen take a mini-helicopter and head to the mysterious &ldquo;Drifting Island&rdquo; looking for a treasure rumored to be hidden somewhere on it. Through their exploration of the island, the trio encounters the lethal &ldquo;Nanomachine,&rdquo; the island&rsquo;s security system. The trio triggers the alarm, springing &ldquo;the Nanomachine&rdquo; to life. The key to solving the island&rsquo;s mystery lies in the small nation of Zufu. This once prosperous nation is now ruled by the ruthless, knife-collecting, General Headhunter. Fujiko does her usual probing and hacks into General Headhunter&rsquo;s computer hoping to find some crucial information. Zenigata has received a video message from Lupin in which Lupin announces his desire for the priceless treasure. Oleander, a fiery blond officer with some hidden secrets of her own, steps in to help Zenigata. Armed with their newly found information, Lupin, Goemon, Jigen, and Fujiko go back to &ldquo;Drifting Island,&rdquo; but this time they are followed by General Headhunter.<br><br>
(Source: AnimeNewsNetwork)",SPRING,1996.0,97.0,MOVIE
1230,Lupin III: Moeyo Zantetsuken,1.0,65.0,2066,False,JP,MANGA,"['Adventure', 'Comedy']",29/7/1994,29/7/1994,"The Lupin gang is once again dragged onto a wild treasure hunt! This time, the objective is a mysterious, small dragon statue that even Goemon's steel-rendering blade Zantetsuken cannot cut. The artifact, which once eluded even Lupin the Third's esteemed grandfather, rests deep undersea inside the infamous Titanic, and is the key to unlocking the mystery of Zantetsuken's almighty strength. A wealthy gangster, Lupin, and Goemon all want the statue for themselves!
<br><br>
(Source: Discotek Media)",SUMMER,1994.0,90.0,SPECIAL
1231,"Lupin III: EPISODE:0 ""First Contact""",1.0,71.0,2766,False,JP,,"['Adventure', 'Comedy', 'Mystery']",26/7/2002,26/7/2002,"First Contact tells the story of the origins of the Lupin gang. In this blast from the past, Lupin is after American mafia boss Galvez's single most precious treasure: a treasure within a treasure. Jigen is Galvez's hired gun who fails to kill cat-burglar Lupin in his first attempt on the treasure and seeks revenge. Fujiko is the girlfriend of Lupin's rival, Brad. Zenigata travels from Japan to America to find and arrest Fujiko. Goemon seeks the almighty sword that cuts steel, Zantetsuken. This sword is mysteriously connected to the treasure in Galvez's vault.... After a series of twists and turns, these complete strangers become acquainted in their ""First Contact,"" an epic adventure together!
<br><br>
(Source: Discotek Media)",SUMMER,2002.0,92.0,SPECIAL
1232,Lupin III: Kutabare! Nostradamus,1.0,70.0,2941,False,JP,,"['Adventure', 'Comedy']",22/4/1995,22/4/1995,"After a diamond heist in Brazil, Lupin hides the gem in a doll and boards a plane headed out of the country. While on board, the doll is stolen by a little girl named Julia, whose nanny is none other than Fujiko Mine. Before Lupin can get the doll back, the plane is hijacked and the girl is kidnapped. The kidnappers are after the same thing that Fujiko is after - a book of Nostradamus prophecies hidden in Julia's father's tower. Lupin and the gang join forces to save the girl, get the diamond back, and discover the secrets surrounding the strange book.
<br><br>
(Source: Anime News Network)",SPRING,1995.0,100.0,MOVIE
1233,Lupin III: Russia yori Ai wo Komete,1.0,61.0,1718,False,JP,,"['Action', 'Comedy']",24/7/1992,24/7/1992,"Ultimate thief Lupin the Third has a new target: the lost gold of the Romanov dynasty! With the help of a mysterious blonde named Judy Scott, Lupin discovers the treasure hidden in Texas, at the Bank of Liberty. His partners Jigen and Fujiko lend a hand in harvesting the gold, but a few snags happen along the way. Not only does the New York Mafia own the gold, but Rasputon - the telepathic descendant of the mad monk Rasputin - wants it for himself! With Rasputon manipulating the world's leaders and even a certain samurai, the stage is set for the battle over the Romanovs' golden legacy!<br>
<br>
(Source: Discotek Media)",SUMMER,1992.0,90.0,SPECIAL
1234,Lupin III: Hemingway Paper no Nazo,1.0,64.0,1876,False,JP,,"['Adventure', 'Comedy']",20/7/1990,20/7/1990,"A draft of Ernest Hemingway's final novel might hold the secret to an immense hidden treasure, and master thief Lupin the Third is on the hunt! He’ll have the help of his partners and the beautiful bartender Maria, but he'll have to contend with a local civil war, the mercenary Crazy Mash, and his super-wealthy boss Marces to get it.
<br><br>
(Source: Discotek Media)",SUMMER,1990.0,92.0,SPECIAL
1235,Lupin III: $1 Money Wars,1.0,66.0,1814,False,JP,MANGA,"['Adventure', 'Comedy']",28/7/2000,28/7/2000,"Lupin swipes a ring from a New York auction, and Zenigata is hot on his trail... along with a gun-toting, former-KGB brute named Nabikov. Nabikov's boss is Cynthia, the lady in charge of the BOW: Bank of the World. Cynthia knows the ring is actually a guide to the location of a fantastic brooch once worn by conquerors of years past. The brooch, it is said, gave them special powers to become more than mere men and women, and make their marks on history. Can Lupin and his cohorts find the brooch before Cynthia uses it to make her own mark with bloody, international war?<br>
<br>
(Source: Discotek Media)",SUMMER,2000.0,90.0,SPECIAL
1236,Lupin III: Napoleon no Jisho wo Ubae,1.0,61.0,1802,False,JP,,"['Adventure', 'Comedy']",9/8/1991,9/8/1991,"The secret of the Lupin family treasure is out: its location is written inside a dictionary once owned by Napoleon Bonaparte himself! When the dictionary turns up as the prize for a historic motor car race, the notorious Lupin the Third and his criminal cadre race the world's superpowers to win - or steal - the Dictionary and unearth his grandfather's legacy of riches!<br><br>
(Source: Discotek Media)",SUMMER,1991.0,90.0,SPECIAL
1237,Lupin III: Otakara Henkyaku Daisakusen!!,1.0,68.0,1709,False,JP,MANGA,"['Adventure', 'Comedy']",1/8/2003,1/8/2003,"Master criminal Lupin the 3rd is at it again! An elusive meteoric gemstone called the “Trick Diamond” was once hidden inside Spain’s Sagrada Familia cathedral. In pursuit of the diamond, Lupin receives a message from his recently-deceased rival thief, Mark Williams. Mark’s challenge: return the treasures!<br>
<br>
Five treasures—all stolen by Mark in his heyday—must be returned to their original homes within seven days, or Lupin will never find the diamond’s hiding place. And Lupin is never one to waste a diamond! But scoring the Trick Diamond only gets trickier as Mark’s lovely assistant Fujiko is keeping more than one closely-guarded secret, and Mafia boss Ivan “Rats” Crockovich is trying to both obliterate the Lupin Gang and swipe the diamond for himself!<br>
<br>
(Source: Discotek Media)",SUMMER,2003.0,90.0,SPECIAL
1238,Lupin III: Part II,155.0,74.0,8213,False,JP,MANGA,"['Action', 'Adventure', 'Comedy', 'Mystery']",3/10/1977,6/10/1980,"Stealthy, smug, sharp, and silly. These words only begin to describe the greatest thief in the world, Lupin the Third. Ever at his side are the quick-draw sharpshooter Daisuke Jigen and the deadly, honor-bound swordsman Goemon Ishikawa<br>
<br>
Besides the countless fabulous treasures and priceless gems he pursues across the world, Lupin’s target is the heart of one Fujiko Mine, a buxom beauty who’s just as often Lupin’s rival as she is his girlfriend. But getting away with the gold and the girl is rarely as simple as it first seems. The clever Fujiko is eager to run off with the treasure for herself. And the dogged Tokyo Police Inspector Zenigata has transferred to Interpol just to chase Lupin and his globe-trotting gang across any and all borders! What’s an international master criminal to do?<br><br>
(Source: Discotek Media)",FALL,1977.0,25.0,TV
1239,Lupin III: Part III,50.0,68.0,5746,False,JP,MANGA,"['Adventure', 'Comedy']",3/3/1984,28/9/1985,"Lupin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice. <br><br>
(Source: AnimeNewsNetwork)",SPRING,1984.0,24.0,TV
1240,Lupin III: Ikiteita Majutsushi,1.0,51.0,1574,False,JP,MANGA,"['Adventure', 'Comedy', 'Music']",3/4/2002,3/4/2002,"Lupin steals an extraordinary gem from a Mediterranean party, only to be interrupted by Pycal, the trickster ""magician"" who had apparently died fighting Lupin early in his career. Pycal, now armed with real magical abilities, is determined to take revenge.
<br><br>
(Source: Anime News Network)",SPRING,2002.0,50.0,OVA
1241,Lupin III: Nusumareta Lupin - Copy Cat wa Manatsu no Cho,1.0,64.0,1870,False,JP,MANGA,"['Adventure', 'Comedy']",30/7/2004,30/7/2004,"In the middle of an airborne heist, Lupin goes from stealing to stolen as he's carted off and forced to do a job for a mysterious man identifiable only by the brand of cigarette he smokes. Lupin's mission: to steal the infamous ""Bull's Eye"", a small green jewel best-known for the fact that everyone who's ever stolen it has ended up dead. Along with the challenge of alternately evading and pursuing a young thief with a competitive streak, Lupin and the gang must unravel the mystery of the Bull's Eye before its curse - or their mysterious taskmaster - gets the better of them.
<br><br>
(Source: Anime News Network)",SUMMER,2004.0,91.0,SPECIAL
1242,Lupin III: Cagliostro no Shiro,1.0,80.0,22995,False,JP,MANGA,"['Action', 'Adventure', 'Comedy', 'Mystery']",15/12/1979,15/12/1979,"In the twilight of his career, master thief Lupin the Third's latest and greatest caper has hit a snag. What should've been bags of cash from a national casino turns out to be expert counterfeits! Together with his partner-in-crime Jigen, Lupin heads to the remote European nation of Cagliostro to exact revenge. Not everything goes as planned; the two encounter Clarisse, a royal damsel in distress being forced to marry the sinister Count Cagliostro against her will. Saving her won't be easy, however, as Lupin and Jigen -- together with Lupin's unpredictable ex-girlfriend Fujiko and the swordsman Goemon -- must fight their way through a trap-filled castle, a deadly dungeon, and an army of professional assassins! Can Lupin rescue the girl, evade the cuffs of his long-time nemesis Inspector Zenigata, and uncover the secret treasures of The Castle of Cagliostro?
<br><br>
(Source: Discotek Media)",FALL,1979.0,100.0,MOVIE
1243,Lupin III: Fuuma Ichizoku no Inbou,1.0,70.0,3290,False,JP,MANGA,"['Adventure', 'Comedy']",26/12/1987,26/12/1987,"Goemon's wedding to Murasaki Inabe, daughter of a samurai clan's leader, is interrupted when the Fuma ninjas attack, kidnapping the bride-to-be and demanding her family's ancient treasure as ransom. Lupin, Jigen, Goemon and Fujiko work together once again to try to save Murasaki and get to the treasure before the Fuma can steal it.
<br><br>
(Source: Anime News Network)",FALL,1987.0,73.0,MOVIE
1244,Lupin III: Babylon no Ougon Densetsu,1.0,59.0,2360,False,JP,MANGA,"['Adventure', 'Comedy']",13/7/1985,13/7/1985,"The adventurous, treasure-loving master thief Lupin the Third is at it again. This time, Lupin’s after the long-lost Gold of Babylon! With the aid of his partners Jigen and Goemon, Lupin treks the globe unraveling clues and dodging the violent New York Mafia, all while escaping the cuffs of the tenacious Interpol Inspector Zenigata and his team of five beautiful and determined policewomen. But what does the enigmatic and flirtatious old booze hound named Rosetta have to do with the fabled Babylonian gold deposit? Co-directed by the cult favorite film director Seijun Suzuki and matched with Yuji Ohno’s infectious breed of jazz, this animated romp is a bizarre and colorful adventure that whisks viewers from New York to the Middle East (and back!) in search of a fabulous treasure inspired by the biblical Tower of Babel.<br>
<br>
(Source: Discotek Media)",SUMMER,1985.0,100.0,MOVIE
